City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
268,princeville,45.7668,-61.2985,55.616000000000014,81,0,2.06,CA,2023-06-12 21:46:09
269,susuman,62.7833,148.1667,53.24000000000002,81,100,3.7,RU,2023-06-12 21:47:19
270,canarana,-11.6847,-41.7689,66.39800000000002,75,0,3.19,BR,2023-06-12 21:46:09
271,victoria,22.2855,114.1577,92.69600000000005,76,94,1.79,HK,2023-06-12 21:46:09
272,hobyo,5.3505,48.5268,78.61999999999996,82,55,9.93,SO,2023-06-12 21:46:52
273,haiku-pauwela,20.9219,-156.3051,86.28800000000004,57,0,9.77,US,2023-06-12 21:44:06
274,mairwa,26.2333,84.15,96.33200000000002,42,73,4.38,IN,2023-06-12 21:46:09
275,qamdo,31.1667,97.2333,36.48200000000001,94,100,1.15,CN,2023-06-12 21:52:54
276,nova vicosa,-17.8919,-39.3719,72.30199999999998,89,0,3.71,BR,2023-06-12 21:44:15
277,idri,27.5,13.2667,78.476,33,0,3.95,LY,2023-06-12 21:46:10
278,horta,38.5333,-28.6333,66.29000000000002,97,21,0.45,PT,2023-06-12 21:44:51
279,khandyga,62.6667,135.6,50.07200000000004,77,100,3.43,RU,2023-06-12 21:45:37
